route_id,angle,num_holds,height,wall_type,hold_type,setter_experience,completion_rate,average_attempts,grade_v_scale
382,40,20,4.102300542091176,slab,mixed,1,0.95,4,0
383,40,23,3.2443545901447357,overhang,jugs,9,0.5102273822081264,9,14
384,60,15,4.258541460289841,vertical,pinches,3,,2,13
385,50,8,4.283674360672693,vertical,mixed,4,0.7813579290921006,3,6
386,50,21,2.432156929424818,vertical,jugs,1,0.3379973372635572,5,12
387,30,22,4.387408161778339,vertical,jugs,9,0.8002876272259604,2,7
388,20,9,2.330371222798491,vertical,slopers,8,,5,7
389,50,24,4.437264421506009,vertical,slopers,2,0.95,5,4
390,50,13,5.122685753784191,overhang,mixed,8,0.7866412756355528,5,6
391,70,11,4.199867550615306,slab,jugs,7,0.17767797699380705,3,16
392,30,8,1.7744154842402615,vertical,mixed,6,,6,10
393,30,15,4.3508525755088145,overhang,crimps,1,0.892624526642773,4,6
394,50,14,5.296903172748809,overhang,crimps,7,0.3882286492599216,4,16
395,30,10,3.2575746872015765,vertical,slopers,7,0.7925912134963781,4,3
396,60,17,3.472237343976088,vertical,crimps,9,0.5318986045642591,3,10
397,60,17,2.549210622458854,overhang,crimps,1,0.3582927217405759,4,15
398,30,21,3.7496635350557352,vertical,jugs,2,0.7983789600668567,1,3
399,50,9,4.515341746034503,overhang,crimps,9,0.4692346572463205,2,16
400,50,8,4.058189702519563,overhang,crimps,9,0.3581826471726037,2,15
401,20,14,6.013573581830239,vertical,mixed,6,0.20466519528926436,4,12
402,60,15,3.526421634372638,vertical,crimps,6,0.4214355812756221,6,14
403,40,8,2.1954613060677888,overhang,pinches,4,0.26518426031826875,2,16
404,50,10,3.636776777254575,vertical,pinches,4,0.29250734438815523,8,16
405,30,15,1.5668385878300082,vertical,mixed,5,0.6131380634214301,4,8
406,60,22,3.073516860108389,overhang,crimps,3,0.6432046416606687,3,10
407,30,12,4.79950564688017,overhang,mixed,1,0.936968777855338,7,4
408,0,10,3.760106918905417,vertical,slopers,1,0.5908053162258654,6,10
409,60,8,3.643533450265015,overhang,slopers,7,0.8348188812861841,5,3
410,0,22,4.956624301372285,vertical,slopers,1,0.908366279519083,4,2
411,30,15,3.283520086669304,overhang,mixed,1,0.4332099616577629,2,13
412,70,9,4.509456330347287,overhang,jugs,3,0.7447569960135163,5,4
413,70,10,3.6034455801330725,overhang,pinches,4,0.5766428648571236,2,11
414,40,21,3.804037970767221,overhang,slopers,4,0.95,2,1
415,40,21,2.5261561153095897,slab,pinches,2,0.95,6,1
416,30,18,3.1143625641374264,vertical,mixed,1,0.8630349780288475,3,6
417,30,23,2.381985413724901,overhang,crimps,3,0.843932508240987,5,2
418,30,11,3.423803937419724,vertical,mixed,4,0.95,7,3
419,40,12,3.8123218751330135,vertical,crimps,3,0.24865466169055284,4,15
420,50,21,2.6119695159268383,vertical,crimps,8,0.763343210094085,2,7
421,50,23,5.139343138147859,slab,crimps,1,0.8608385801239892,4,2
422,50,14,3.722484815273569,slab,jugs,2,,3,8
423,0,17,3.5462364684681753,vertical,slopers,7,0.6342545342697404,5,9
424,40,14,4.1157262010765,vertical,crimps,4,0.25129328718458593,3,11
425,0,8,2.8368575353072623,overhang,crimps,8,0.12490244255947724,6,16
426,40,23,3.6307819833339625,overhang,mixed,3,0.8072508116225716,4,4
427,30,11,2.926507023713927,vertical,mixed,6,0.6582441766634842,5,8
428,60,9,4.746943928071186,overhang,mixed,9,0.8318181229841811,4,3
429,30,8,2.653088520482335,overhang,mixed,1,0.36080637012824013,4,11
430,20,22,3.5505323674457387,slab,pinches,1,0.9182108157861495,1,0
431,20,12,3.7634526281214207,vertical,crimps,8,0.9078709327237394,4,3
432,50,18,3.815860595526161,overhang,jugs,3,0.5769281770628363,1,11
433,40,17,3.035011861533734,overhang,pinches,5,0.38587768824040597,4,14
434,20,9,2.783592478283922,overhang,crimps,1,0.95,6,1
435,0,10,3.0465638615631208,overhang,slopers,5,0.6459897023459233,3,9
436,50,19,3.9226603473682258,overhang,crimps,6,0.4440044346041788,1,11
437,0,12,3.3849233832704293,vertical,jugs,8,0.44694979465883833,6,12
438,50,12,4.136967046762017,overhang,slopers,3,0.15971338427921458,4,16
439,50,13,3.8816029755160586,overhang,slopers,3,0.7704361009608583,3,5
440,0,16,1.6784698415203136,vertical,slopers,9,0.95,4,0
441,0,9,3.697998237469769,overhang,slopers,4,0.4997790084710968,3,13
442,70,19,5.300363814253016,vertical,crimps,4,0.95,4,2
443,30,10,4.560215240830665,vertical,crimps,7,0.7072114756201008,5,6
444,30,19,3.837610528565575,overhang,mixed,2,,2,4
445,50,24,2.652486295624045,overhang,slopers,8,0.411919577355203,4,13
446,60,17,3.882042972900517,overhang,crimps,6,0.5346585082569895,3,14
447,70,21,4.091799951902607,vertical,mixed,3,0.6478143252557876,3,8
448,50,24,3.297002655337933,overhang,crimps,9,0.9394731373804277,1,3
449,30,24,3.75339364704355,vertical,jugs,5,0.9287612364309856,4,5
450,0,21,4.707729966716832,vertical,crimps,8,0.45565723714187956,4,12
451,50,16,2.8141804642066193,slab,pinches,7,0.8468388987544174,3,4
452,40,15,2.6533603160326984,overhang,slopers,8,0.7351363425206302,2,9
453,30,9,4.05415946079537,overhang,crimps,7,0.3741996836069937,4,14
454,60,20,3.8660341089584644,vertical,mixed,3,0.255410771749384,5,14
455,20,14,4.323070636330249,overhang,jugs,2,0.645550705458491,5,13
456,40,16,3.955835049523016,overhang,crimps,7,0.5592735535662863,6,9
457,0,18,3.045795949460645,overhang,crimps,3,,6,14
458,40,21,3.845754121172324,overhang,crimps,3,0.95,3,3
459,0,11,2.586298765363061,vertical,crimps,2,0.7204006096268798,4,5
460,20,20,3.299745030613605,vertical,slopers,4,0.899213208677787,4,0
461,20,9,3.9022393847731234,overhang,mixed,8,0.4566237296774833,3,13
462,40,12,3.2115886266208884,vertical,slopers,1,0.25194236020876104,3,13
463,50,18,5.474441745783862,vertical,crimps,1,0.9274593923132081,5,1
464,40,13,1.9862526009410664,slab,crimps,5,0.6745038664315406,2,8
465,70,17,3.062007714400951,overhang,crimps,5,0.3167548103174836,7,15
466,30,11,2.7497761329040715,overhang,jugs,1,0.7581549056814253,2,2
467,30,16,2.9397209540336373,overhang,pinches,6,0.8531677956204013,5,7
468,60,13,2.9856014212152973,overhang,crimps,1,0.7041038153949176,3,7
469,20,9,2.4388634505128053,vertical,pinches,5,0.4431152117761742,5,16
470,70,24,4.102161718858102,vertical,mixed,9,0.49274637498195556,4,11
471,0,12,3.062323762090319,vertical,jugs,5,0.21199880183092365,6,16
472,70,13,3.630858668470924,vertical,mixed,6,0.458168092025516,6,13
473,0,19,3.1521393904718042,overhang,slopers,8,0.7159212873671781,2,6
474,60,17,2.947295670171032,vertical,slopers,1,0.7072238542008642,5,4
475,40,13,4.83782338886948,overhang,slopers,2,0.6657284258787496,3,11
476,70,15,4.238345745767527,vertical,jugs,9,0.5002729777106004,4,10
477,0,9,2.005439680035884,vertical,crimps,3,0.4222233615204431,2,9
478,40,19,1.9206900413312904,overhang,jugs,6,0.95,5,1
479,70,20,4.33408706850919,vertical,crimps,5,,4,15
480,40,14,3.0841172867609967,vertical,slopers,2,0.6767176107384376,5,6
481,40,17,2.1807341328526215,vertical,crimps,7,0.5172112412970027,5,7
482,40,20,4.336588106032273,vertical,mixed,4,0.6053441486596991,5,13
483,40,24,3.6352992400792723,overhang,pinches,1,0.2585519412790313,4,14
484,40,21,3.7012568678658555,vertical,jugs,4,0.568344948070565,2,10
485,40,9,4.147631417604726,vertical,crimps,6,0.8287620322540441,6,6
486,60,18,2.452018273374085,overhang,mixed,7,0.6484216933003096,6,9
487,0,8,2.194799342892668,vertical,mixed,7,0.9065345688007809,5,2
488,30,11,4.7647634359225615,overhang,pinches,7,0.3048334141712584,6,12
489,70,18,2.3502665914061662,overhang,crimps,3,0.7877775164232717,4,3
490,60,15,2.522209762339549,overhang,jugs,6,0.5375300338042522,3,11
491,40,18,2.682051696363387,overhang,crimps,8,0.9212825930013003,6,0
492,40,11,5.163956738952418,vertical,crimps,4,0.8453359459998767,7,4
493,30,24,3.894706640329218,overhang,pinches,8,0.6306743408815142,4,10
494,20,14,4.272326379548304,vertical,pinches,2,0.7462502885800102,1,8
495,40,15,3.656934036462983,overhang,slopers,9,0.7023820642187316,4,4
496,30,10,3.018490231039013,vertical,mixed,9,0.7821646054978955,2,10
497,40,9,4.005033026608134,overhang,slopers,8,0.7704979344554131,1,7
498,0,22,2.254707223362557,overhang,jugs,1,0.95,2,0
499,70,12,2.623773238322804,vertical,jugs,2,0.5839536583076641,5,12
500,70,8,4.086380143409185,vertical,mixed,6,0.5365407771999974,3,16
